Member_number,Date,itemDescription
4646,28-12-2014,UHT-milk
4646,28-12-2014,other vegetables
4646,30-03-2014,dishes
4646,30-03-2014,whole milk
4646,31-07-2015,bottled water
4646,31-07-2015,other vegetables
4647,17-02-2015,hard cheese
4647,17-02-2015,soda
4647,30-01-2015,fruit/vegetable juice
4647,30-01-2015,meat
4648,03-08-2015,bottled water
4648,03-08-2015,brown bread
4648,03-10-2014,flour
4648,03-10-2014,onions
4648,03-10-2014,whipped/sour cream
4648,08-10-2015,whole milk
4648,08-10-2015,yogurt
4648,14-09-2015,ham
4648,14-09-2015,instant coffee
4649,05-09-2014,canned beer
4649,05-09-2014,shopping bags
4649,05-10-2014,rolls/buns
4649,05-10-2014,root vegetables
4649,06-01-2014,other vegetables
4649,06-01-2014,soda
4649,10-09-2014,chewing gum
4649,10-09-2014,cream cheese 
4649,10-09-2014,waffles
4649,19-09-2014,canned beer
4649,19-09-2014,fruit/vegetable juice
4650,07-10-2014,UHT-milk
4650,07-10-2014,whole milk
4650,12-07-2014,rolls/buns
4650,12-07-2014,shopping bags
4650,14-12-2014,curd
4650,14-12-2014,shopping bags
4650,14-12-2014,soda
4650,17-08-2014,rolls/buns
4650,17-08-2014,rolls/buns
4650,28-05-2014,pastry
4650,28-05-2014,roll products 
4651,10-01-2014,rolls/buns
4651,10-01-2014,rolls/buns
4651,10-01-2014,sugar
4651,21-06-2015,chewing gum
4651,21-06-2015,citrus fruit
4651,21-06-2015,photo/film
4651,27-09-2014,white wine
4651,27-09-2014,whole milk
4652,08-04-2015,butter milk
4652,08-04-2015,pot plants
4652,08-04-2015,zwieback
4652,11-09-2014,hamburger meat
4652,11-09-2014,hygiene articles
4652,11-09-2014,other vegetables
4652,11-09-2014,popcorn
4652,20-05-2014,baking powder
4652,20-05-2014,bottled water
4652,26-08-2014,butter
4652,26-08-2014,chocolate
4652,26-08-2014,frozen fish
4652,26-08-2014,yogurt
4653,05-09-2014,fruit/vegetable juice
4653,05-09-2014,rolls/buns
4653,09-11-2014,ice cream
4653,09-11-2014,yogurt
4654,03-08-2014,root vegetables
4654,03-08-2014,shopping bags
4654,06-05-2014,frozen vegetables
4654,06-05-2014,rolls/buns
4654,14-09-2014,grapes
4654,14-09-2014,soda
4654,14-09-2014,whipped/sour cream
4655,02-08-2015,other vegetables
4655,02-08-2015,rolls/buns
4655,14-11-2014,beef
4655,14-11-2014,oil
4655,21-03-2015,citrus fruit
4655,21-03-2015,meat
4655,21-03-2015,other vegetables
4655,21-03-2015,pip fruit
4655,31-03-2015,whole milk
4655,31-03-2015,whole milk
4656,01-11-2015,coffee
4656,01-11-2015,onions
4656,02-03-2014,frozen dessert
4656,02-03-2014,hamburger meat
4656,02-03-2014,oil
4656,02-03-2014,other vegetables
4656,05-07-2014,liquor
4656,05-07-2014,vinegar
4656,14-10-2015,frankfurter
4656,14-10-2015,grapes
4656,18-10-2014,curd
4656,18-10-2014,soda
4656,19-06-2014,cat food
4656,19-06-2014,condensed milk
4656,24-05-2014,other vegetables
4656,24-05-2014,rolls/buns
4656,25-12-2015,newspapers
4656,25-12-2015,photo/film
4656,25-12-2015,root vegetables
4656,27-01-2015,cat food
4656,27-01-2015,white wine
4657,03-04-2014,bottled water
4657,03-04-2014,chocolate
4657,03-04-2014,margarine
4657,03-04-2014,soda
4657,14-01-2015,sausage
4657,14-01-2015,yogurt
4657,15-08-2015,beef
4657,15-08-2015,bottled beer
4657,15-08-2015,chocolate
4657,15-08-2015,frozen vegetables
4657,15-08-2015,other vegetables
4657,15-08-2015,other vegetables
4657,15-08-2015,pork
4657,15-08-2015,snack products
4657,21-09-2014,flour
4657,21-09-2014,oil
4657,21-09-2014,processed cheese
4657,21-09-2014,rolls/buns
4657,27-12-2014,bottled beer
4657,27-12-2014,red/blush wine
4658,14-07-2015,dish cleaner
4658,14-07-2015,pastry
4658,14-07-2015,sausage
4658,26-01-2014,canned beer
4658,26-01-2014,canned beer
4658,26-07-2014,frozen vegetables
4658,26-07-2014,other vegetables
4658,26-07-2014,pip fruit
4659,05-10-2014,frozen dessert
4659,05-10-2014,soda
4659,22-01-2014,root vegetables
4659,22-01-2014,white wine
4659,22-04-2014,grapes
4659,22-04-2014,whole milk
4659,26-12-2014,pasta
4659,26-12-2014,sliced cheese
4660,10-07-2015,dishes
4660,10-07-2015,frozen vegetables
4660,10-07-2015,pastry
4660,10-07-2015,root vegetables
4660,16-10-2014,soda
4660,16-10-2014,yogurt
4660,23-01-2014,pork
4660,23-01-2014,specialty chocolate
4661,01-03-2015,condensed milk
4661,01-03-2015,organic products
4661,01-03-2015,rolls/buns
4661,09-06-2014,butter
4661,09-06-2014,whole milk
4661,10-05-2015,other vegetables
4661,10-05-2015,salty snack
4661,15-02-2014,cream cheese 
4661,15-02-2014,soda
4661,16-08-2014,hamburger meat
4661,16-08-2014,other vegetables
4661,18-04-2015,chicken
4661,18-04-2015,flower (seeds)
4661,18-04-2015,onions
4661,18-04-2015,rolls/buns
4661,30-05-2014,candy
4661,30-05-2014,whipped/sour cream
4662,17-11-2015,rolls/buns
4662,17-11-2015,rolls/buns
4662,19-10-2015,butter milk
4662,19-10-2015,other vegetables
4662,19-10-2015,other vegetables
4662,19-10-2015,pastry
4662,20-05-2014,bottled water
4662,20-05-2014,frozen meals
4662,25-08-2015,rolls/buns
4662,25-08-2015,sugar
4662,27-06-2015,brown bread
4662,27-06-2015,canned beer
4662,27-06-2015,pip fruit
4662,27-06-2015,rolls/buns
4662,27-06-2015,shopping bags
4662,27-06-2015,soft cheese
4663,13-03-2014,coffee
4663,13-03-2014,domestic eggs
4663,18-04-2014,canned beer
4663,18-04-2014,whole milk
4663,24-02-2014,flower (seeds)
4663,24-02-2014,fruit/vegetable juice
4664,02-09-2014,bottled water
4664,02-09-2014,citrus fruit
4664,03-01-2014,beef
4664,03-01-2014,rolls/buns
4664,26-05-2015,frozen vegetables
4664,26-05-2015,rolls/buns
4664,26-05-2015,root vegetables
4664,26-05-2015,waffles
4665,03-12-2014,cat food
4665,03-12-2014,whole milk
4665,05-11-2014,cake bar
4665,05-11-2014,shopping bags
4665,12-01-2014,rolls/buns
4665,12-01-2014,soda
4665,26-02-2015,sausage
4665,26-02-2015,whole milk
4666,01-02-2014,dessert
4666,01-02-2014,frozen vegetables
4666,02-12-2015,root vegetables
4666,02-12-2015,whole milk
4666,19-10-2015,butter milk
4666,19-10-2015,shopping bags
4666,19-10-2015,whipped/sour cream
4666,24-02-2015,beef
4666,24-02-2015,ham
4666,24-02-2015,house keeping products
4666,24-02-2015,instant coffee
4666,24-02-2015,long life bakery product
4666,24-02-2015,margarine
4666,24-02-2015,semi-finished bread
4666,24-02-2015,whole milk
4666,26-11-2014,bottled beer
4666,26-11-2014,bottled water
4666,27-09-2014,fruit/vegetable juice
4666,27-09-2014,other vegetables
4666,27-09-2014,yogurt
4667,04-09-2014,fruit/vegetable juice
4667,04-09-2014,rolls/buns
4667,05-03-2014,canned beer
4667,05-03-2014,chocolate
4667,05-03-2014,white wine
4667,07-05-2015,beef
4667,07-05-2015,other vegetables
4667,12-01-2015,other vegetables
4667,12-01-2015,root vegetables
4667,19-07-2015,condensed milk
4667,19-07-2015,frankfurter
4667,23-02-2015,rolls/buns
4667,23-02-2015,sausage
4667,25-08-2015,cream cheese 
4667,25-08-2015,rolls/buns
4667,31-08-2014,soda
4667,31-08-2014,waffles
4668,01-02-2015,frozen vegetables
4668,01-02-2015,other vegetables
4668,04-05-2014,chicken
4668,04-05-2014,waffles
4668,25-11-2014,long life bakery product
4668,25-11-2014,newspapers
4669,05-08-2014,domestic eggs
4669,05-08-2014,specialty chocolate
4669,13-04-2014,pastry
4669,13-04-2014,tropical fruit
4669,14-03-2014,kitchen towels
4669,14-03-2014,whole milk
4669,25-06-2015,whipped/sour cream
4669,25-06-2015,whole milk
4669,27-05-2015,other vegetables
4669,27-05-2015,whole milk
4670,11-10-2015,sausage
4670,11-10-2015,whole milk
4670,28-01-2014,mustard
4670,28-01-2014,whole milk
4670,31-08-2015,newspapers
4670,31-08-2015,root vegetables
4670,31-08-2015,whole milk
4671,01-08-2015,rolls/buns
4671,01-08-2015,sausage
4671,01-08-2015,whole milk
4671,13-08-2014,canned fish
4671,13-08-2014,soda
4671,14-07-2014,curd
4671,14-07-2014,whipped/sour cream
4671,15-07-2015,coffee
4671,15-07-2015,frankfurter
4671,15-07-2015,instant coffee
4671,15-07-2015,instant coffee
4671,15-07-2015,rolls/buns
4671,15-07-2015,root vegetables
4671,15-07-2015,sugar
4671,16-07-2014,other vegetables
4671,16-07-2014,whole milk
4671,20-01-2014,flower (seeds)
4671,20-01-2014,sausage
4671,22-10-2014,domestic eggs
4671,22-10-2014,house keeping products
4671,30-05-2015,hamburger meat
4671,30-05-2015,newspapers
4672,05-11-2015,UHT-milk
4672,05-11-2015,frankfurter
4672,05-11-2015,fruit/vegetable juice
4672,13-02-2015,other vegetables
4672,13-02-2015,whole milk
4672,21-11-2014,chocolate
4672,21-11-2014,cream cheese 
4673,10-12-2014,bottled water
4673,10-12-2014,processed cheese
4673,20-08-2014,specialty chocolate
4673,20-08-2014,whole milk
4673,23-06-2014,curd
4673,23-06-2014,flour
4673,23-06-2014,specialty chocolate
4674,15-05-2014,dishes
4674,15-05-2014,salty snack
4674,18-02-2014,other vegetables
4674,18-02-2014,seasonal products
4674,31-05-2014,bottled water
4674,31-05-2014,whole milk
4675,09-07-2014,coffee
4675,09-07-2014,specialty fat
4675,14-09-2015,citrus fruit
4675,14-09-2015,coffee
4675,14-09-2015,fruit/vegetable juice
4675,14-09-2015,other vegetables
4675,16-01-2015,rolls/buns
4675,16-01-2015,yogurt
4675,31-10-2015,pastry
4675,31-10-2015,pip fruit
4676,13-11-2014,domestic eggs
4676,13-11-2014,other vegetables
4676,15-01-2015,frankfurter
4676,15-01-2015,hygiene articles
4676,15-01-2015,other vegetables
4676,15-01-2015,sausage
4676,15-01-2015,sausage
4676,15-01-2015,sausage
4676,15-01-2015,shopping bags
4676,15-01-2015,shopping bags
4676,15-01-2015,whole milk
4676,21-02-2014,margarine
4676,21-02-2014,rolls/buns
4677,09-04-2015,detergent
4677,09-04-2015,rolls/buns
4677,15-10-2015,frankfurter
4677,15-10-2015,rolls/buns
4677,15-10-2015,salt
4677,24-01-2015,butter
4677,24-01-2015,whole milk
4678,13-03-2014,citrus fruit
4678,13-03-2014,soap
4678,17-12-2015,meat
4678,17-12-2015,shopping bags
4678,17-12-2015,whole milk
4678,31-03-2015,bottled beer
4678,31-03-2015,cling film/bags
4678,31-03-2015,condensed milk
4678,31-03-2015,pip fruit
4678,31-03-2015,pot plants
4678,31-03-2015,shopping bags
4678,31-03-2015,soda
4679,02-02-2014,beef
4679,02-02-2014,shopping bags
4679,08-03-2014,pip fruit
4679,08-03-2014,pudding powder
4679,10-11-2015,bottled water
4679,10-11-2015,bottled water
4679,10-11-2015,chicken
4679,10-11-2015,pastry
4679,10-11-2015,pip fruit
4679,10-11-2015,shopping bags
4679,10-11-2015,tropical fruit
4679,10-11-2015,waffles
4679,13-06-2014,salty snack
4679,13-06-2014,white wine
4679,16-05-2015,frankfurter
4679,16-05-2015,other vegetables
4679,16-05-2015,pork
4679,16-05-2015,potato products
4679,18-09-2014,detergent
4679,18-09-2014,whipped/sour cream
4679,23-01-2014,beef
4679,23-01-2014,potato products
4680,06-04-2014,grapes
4680,06-04-2014,soda
4680,06-04-2014,waffles
4680,22-08-2015,root vegetables
4680,22-08-2015,yogurt
4680,23-01-2014,chocolate marshmallow
4680,23-01-2014,white wine
4680,27-08-2015,bottled beer
4680,27-08-2015,pip fruit
4681,11-09-2015,bottled beer
4681,11-09-2015,brown bread
4681,11-09-2015,cat food
4681,11-09-2015,citrus fruit
4681,11-09-2015,white bread
4681,11-09-2015,whole milk
4681,13-01-2014,bottled water
4681,13-01-2014,bottled water
4681,28-02-2015,cookware
4681,28-02-2015,sausage
4681,28-02-2015,soda
4681,28-02-2015,spices
4681,31-10-2014,napkins
4681,31-10-2014,shopping bags
4682,17-05-2015,other vegetables
4682,17-05-2015,sausage
4682,19-03-2015,coffee
4682,19-03-2015,root vegetables
4682,21-04-2014,citrus fruit
4682,21-04-2014,toilet cleaner
4683,02-03-2014,cling film/bags
4683,02-03-2014,domestic eggs
4683,02-03-2014,domestic eggs
4683,09-05-2014,chicken
4683,09-05-2014,specialty chocolate
4683,09-07-2014,coffee
4683,09-07-2014,hard cheese
4683,09-07-2014,pot plants
4683,09-07-2014,rolls/buns
4683,11-11-2014,red/blush wine
4683,11-11-2014,soda
4683,15-01-2015,frankfurter
4683,15-01-2015,tropical fruit
4683,17-09-2014,specialty bar
4683,17-09-2014,specialty chocolate
4683,23-09-2015,root vegetables
4683,23-09-2015,whipped/sour cream
4683,26-09-2014,UHT-milk
4683,26-09-2014,curd cheese
4683,30-06-2014,flour
4683,30-06-2014,oil
4684,07-02-2014,citrus fruit
4684,07-02-2014,soda
4684,07-02-2014,whipped/sour cream
4684,11-07-2014,oil
4684,11-07-2014,specialty vegetables
4684,21-11-2014,shopping bags
4684,21-11-2014,specialty chocolate
4684,21-11-2014,white bread
4684,31-08-2014,shopping bags
4684,31-08-2014,whole milk
4685,04-11-2015,root vegetables
4685,04-11-2015,yogurt
4685,16-07-2014,hamburger meat
4685,16-07-2014,hygiene articles
4685,19-07-2015,berries
4685,19-07-2015,sugar
4685,19-07-2015,whole milk
4685,20-01-2014,pip fruit
4685,20-01-2014,soft cheese
4685,27-08-2015,hard cheese
4685,27-08-2015,pickled vegetables
4685,27-08-2015,tropical fruit
4685,27-08-2015,waffles
4685,29-09-2014,pet care
4685,29-09-2014,rolls/buns
4686,08-10-2015,other vegetables
4686,08-10-2015,sausage
4686,12-11-2015,chocolate
4686,12-11-2015,citrus fruit
4686,12-11-2015,yogurt
4686,14-09-2015,other vegetables
4686,14-09-2015,tropical fruit
4686,19-08-2015,sausage
4686,19-08-2015,whole milk
4686,24-11-2014,margarine
4686,24-11-2014,whipped/sour cream
4686,27-06-2014,rolls/buns
4686,27-06-2014,whole milk
4687,08-04-2014,domestic eggs
4687,08-04-2014,meat
4687,13-01-2015,bottled water
4687,13-01-2015,cat food
4687,13-01-2015,fruit/vegetable juice
4687,13-06-2014,processed cheese
4687,13-06-2014,soda
4687,23-09-2015,frozen vegetables
4687,23-09-2015,other vegetables
4687,23-09-2015,soda
4688,01-08-2015,canned beer
4688,01-08-2015,condensed milk
4688,01-08-2015,frozen vegetables
4688,01-08-2015,hard cheese
4688,01-08-2015,other vegetables
4688,01-08-2015,root vegetables
4688,01-08-2015,sausage
4688,01-08-2015,white bread
4688,02-10-2015,dessert
4688,02-10-2015,yogurt
4688,03-08-2015,other vegetables
4688,03-08-2015,pip fruit
4688,07-07-2014,cat food
4688,07-07-2014,fruit/vegetable juice
4688,08-05-2015,chicken
4688,08-05-2015,rolls/buns
4689,04-06-2015,UHT-milk
4689,04-06-2015,cling film/bags
4689,04-06-2015,pastry
4689,07-09-2015,canned beer
4689,07-09-2015,domestic eggs
4689,28-11-2014,pastry
4689,28-11-2014,soda
4690,02-03-2014,butter
4690,02-03-2014,chicken
4690,06-03-2014,sliced cheese
4690,06-03-2014,softener
4690,06-03-2014,whole milk
4690,17-12-2014,rolls/buns
4690,17-12-2014,rolls/buns
4690,20-12-2014,condensed milk
4690,20-12-2014,salty snack
4691,08-01-2015,other vegetables
4691,08-01-2015,rolls/buns
4691,08-01-2015,shopping bags
4691,08-01-2015,soda
4691,08-05-2014,specialty chocolate
4691,08-05-2014,whole milk
4691,12-10-2015,frozen chicken
4691,12-10-2015,white wine
4692,10-08-2014,cream cheese 
4692,10-08-2014,curd
4692,10-08-2014,hygiene articles
4692,18-08-2014,grapes
4692,18-08-2014,processed cheese
4692,27-10-2015,UHT-milk
4692,27-10-2015,cat food
4692,27-10-2015,chocolate
4692,27-10-2015,citrus fruit
4692,27-10-2015,rolls/buns
4692,27-10-2015,root vegetables
4692,27-10-2015,sweet spreads
4692,27-10-2015,tropical fruit
4692,29-08-2014,citrus fruit
4692,29-08-2014,root vegetables
4693,01-07-2015,bottled beer
4693,01-07-2015,whole milk
4693,04-06-2014,bottled beer
4693,04-06-2014,pastry
4693,08-06-2014,onions
4693,08-06-2014,root vegetables
4693,13-03-2015,female sanitary products
4693,13-03-2015,fruit/vegetable juice
4693,18-08-2015,butter
4693,18-08-2015,domestic eggs
4693,18-08-2015,frankfurter
4693,18-08-2015,frankfurter
4693,18-08-2015,margarine
4693,18-08-2015,other vegetables
4693,24-04-2015,canned beer
4693,24-04-2015,whipped/sour cream
4693,29-03-2014,bottled beer
4693,29-03-2014,shopping bags
4694,01-06-2014,tropical fruit
4694,01-06-2014,whipped/sour cream
4694,01-06-2014,whipped/sour cream
4694,05-12-2014,bottled beer
4694,05-12-2014,onions
4694,05-12-2014,rolls/buns
4694,05-12-2014,yogurt
4694,06-02-2015,canned beer
4694,06-02-2015,citrus fruit
4694,07-07-2015,misc. beverages
4694,07-07-2015,rolls/buns
4694,18-11-2015,hamburger meat
4694,18-11-2015,oil
4694,21-03-2014,newspapers
4694,21-03-2014,shopping bags
4694,25-01-2015,brown bread
4694,25-01-2015,citrus fruit
4694,25-01-2015,sausage
4694,29-07-2015,ice cream
4694,29-07-2015,whole milk
4695,03-10-2015,beef
4695,03-10-2015,pet care
4695,05-01-2015,oil
4695,05-01-2015,root vegetables
4695,05-01-2015,shopping bags
4695,05-01-2015,shopping bags
4695,05-01-2015,soda
4695,05-01-2015,yogurt
4695,09-09-2015,canned beer
4695,09-09-2015,pork
4695,11-05-2014,other vegetables
4695,11-05-2014,soda
4695,13-10-2015,brandy
4695,13-10-2015,canned fish
4695,13-10-2015,tropical fruit
4695,13-10-2015,whole milk
4695,17-10-2014,domestic eggs
4695,17-10-2014,rolls/buns
4695,22-07-2015,margarine
4695,22-07-2015,newspapers
4695,22-07-2015,yogurt
4695,22-12-2014,beef
4695,22-12-2014,butter
4695,26-09-2014,beverages
4695,26-09-2014,frozen fish
4695,26-09-2014,pork
4696,03-10-2014,oil
4696,03-10-2014,ready soups
4696,08-09-2014,rolls/buns
4696,08-09-2014,root vegetables
4696,08-09-2014,whole milk
4696,18-08-2015,chewing gum
4696,18-08-2015,citrus fruit
4697,03-11-2014,bottled water
4697,03-11-2014,butter milk
4697,03-11-2014,shopping bags
4697,07-05-2014,bottled water
4697,07-05-2014,semi-finished bread
4697,09-01-2015,other vegetables
4697,09-01-2015,whole milk
4697,10-02-2015,hamburger meat
4697,10-02-2015,whole milk
4697,11-09-2015,bottled water
4697,11-09-2015,onions
4697,11-09-2015,pastry
4698,20-01-2014,prosecco
4698,20-01-2014,rolls/buns
4698,20-01-2014,specialty chocolate
4698,20-01-2014,white bread
4698,24-07-2014,cleaner
4698,24-07-2014,curd
4698,25-10-2015,newspapers
4698,25-10-2015,newspapers
4699,01-08-2015,frankfurter
4699,01-08-2015,red/blush wine
4699,01-08-2015,rolls/buns
4699,01-08-2015,whole milk
4699,02-08-2014,misc. beverages
4699,02-08-2014,sauces
4699,08-02-2015,flower (seeds)
4699,08-02-2015,pasta
4699,08-02-2015,rolls/buns
4699,08-02-2015,root vegetables
4699,08-02-2015,sausage
4699,16-03-2014,abrasive cleaner
4699,16-03-2014,seasonal products
4699,16-03-2014,soda
4699,21-07-2014,cat food
4699,21-07-2014,coffee
4699,29-03-2015,curd
4699,29-03-2015,hamburger meat
4700,04-03-2015,bottled water
4700,04-03-2015,chewing gum
4700,04-03-2015,ketchup
4700,04-03-2015,sausage
4700,04-03-2015,soda
4700,04-03-2015,whole milk
4700,06-02-2014,bottled beer
4700,06-02-2014,whole milk
4700,06-06-2015,dessert
4700,06-06-2015,whole milk
4700,16-03-2015,cream cheese 
4700,16-03-2015,ham
4700,19-10-2014,baking powder
4700,19-10-2014,other vegetables
4700,27-06-2015,coffee
4700,27-06-2015,whole milk
4701,30-04-2015,dental care
4701,30-04-2015,pasta
4701,30-04-2015,pip fruit
4701,30-04-2015,popcorn
4701,30-04-2015,soda
4701,30-04-2015,soda
4701,30-04-2015,soda
4701,30-04-2015,whole milk
4702,03-08-2015,dessert
4702,03-08-2015,whole milk
4702,08-11-2015,brown bread
4702,08-11-2015,grapes
4702,08-11-2015,kitchen towels
4702,08-11-2015,other vegetables
4702,08-11-2015,pot plants
4703,20-10-2014,soda
4703,20-10-2014,yogurt
4704,07-11-2014,berries
4704,07-11-2014,other vegetables
4704,18-08-2015,candy
4704,18-08-2015,chewing gum
4704,18-08-2015,coffee
4704,18-08-2015,hamburger meat
4704,19-08-2015,pip fruit
4704,19-08-2015,whole milk
4704,19-08-2015,whole milk
4704,21-08-2015,butter
4704,21-08-2015,tropical fruit
4705,12-04-2014,female sanitary products
4705,12-04-2014,pot plants
4705,18-02-2014,hard cheese
4705,18-02-2014,mayonnaise
4705,20-06-2014,chewing gum
4705,20-06-2014,rolls/buns
4705,20-10-2014,frozen vegetables
4705,20-10-2014,tropical fruit
4705,22-05-2015,canned beer
4705,22-05-2015,sausage
4706,07-08-2015,frozen meals
4706,07-08-2015,whole milk
4706,23-11-2015,chocolate
4706,23-11-2015,sausage
4706,31-03-2014,cream cheese 
4706,31-03-2014,zwieback
4707,10-06-2014,fruit/vegetable juice
4707,10-06-2014,whole milk
4707,11-02-2015,root vegetables
4707,11-02-2015,soda
4708,02-10-2015,brown bread
4708,02-10-2015,pork
4708,06-06-2015,ham
4708,06-06-2015,processed cheese
4708,09-11-2014,frozen fish
4708,09-11-2014,pastry
4708,14-04-2015,canned beer
4708,14-04-2015,meat
4708,14-04-2015,other vegetables
4708,20-03-2015,butter
4708,20-03-2015,citrus fruit
4708,20-03-2015,salty snack
4708,20-03-2015,sausage
4708,20-03-2015,specialty bar
4709,08-08-2014,other vegetables
4709,08-08-2014,pasta
4709,09-03-2014,beef
4709,09-03-2014,root vegetables
4709,24-05-2014,citrus fruit
4709,24-05-2014,other vegetables
4710,08-04-2014,domestic eggs
4710,08-04-2014,pork
4710,09-05-2015,pork
4710,09-05-2015,root vegetables
4710,17-02-2014,other vegetables
4710,17-02-2014,pickled vegetables
